sub_title,date,Newspaper,Body Text,title
"Medical source tell Al Jazeera that the newborn wa killed in an attack on Gaza City , and 30 were people were injured .",14 Jun 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,"israel ’ s war on gaza update : 25 killed in gaza today , including infant"
Indirect talk to end the conflict set in Egypt with CIA director and Qatari PM holding separate meeting with the Israeli and Hamas delegation .,7 Apr 2024,al-j,"here ’ s how thing stand on sunday , april 7 , 2024","israel ’ s war on gaza : list of key event , day 184"
A suspension of Israel ’ s right and privilege by the United Nations General Assembly would put much more pressure on it government than Palestine ’ s full membership .,20 May 2024,al-j,"when on may 10 , the united nation general assembly ( unga ) voted overwhelmingly in favour of resolution es-10/23 relating to palestine ’ s membership application , some medium qualified it a “ support for palestinian statehood ” . this seeming confusion follows the united state government ’ s talking point conflating statehood with membership and claiming this would hurt “ peace effort ” . that is , however , not the case : the resolution addressed the question of “ membership ” in the un and not of palestine ’ s “ statehood ” .",ostracising israel at the un should be a priority
"Asked whether the US ha evidence to support or refute the ICC ’ s allegation that Israel is using starvation a a tactic of war in Gaza , US President Joe Biden instead answered that there is “ no equivalence ” between Israel and Hamas .",23 May 2024,al-j,,biden avoids question on icc allegation against israel
"Mujahed Abadi , who had been shot twice , tell Al Jazeera that Israeli force beat him severely before letting him go .",24 Jun 2024,al-j,"mujahed abadi say ha not been able to sleep since israeli force shot him , beat him and strapped him to the hood of a military vehicle two day ago , apparently using him a a human shield .","palestinian man shot , tied to jeep say israeli force gave no explanation"
Qatar say the major sticking point remain the same a behind-the-scenes talk attempt to secure a truce in Gaza .,3 Apr 2024,al-j,"revived talk on a ceasefire between israel and hamas appear to be making little progress , with the two side showing few sign that they are ready to compromise on their demand .",gaza ceasefire talk stall a israel and hamas dig in
"The Israeli army ha launched a new attack on al-Shifa Hospital in Gaza , raiding and opening fire on the facility where thousand are taking shelter .",18 Mar 2024,al-j,,israeli force launch new attack on gaza ’ s al-shifa hospital
"Israeli operation in the West Bank city lead to casualty , displacement and popular anger .",2 Jun 2024,al-j,"on may 21 , amr musara went out to report on israel ’ s raid on the jenin refugee camp in the israeli-occupied west bank .",how israel ’ s raid on jenin only fuel palestinian resistance
"' Every day in Gaza , there 's another Kham Thien '",30 Mar 2024,al-j,"hanoi , vietnam - at a private venue tucked away in a narrow alley in hanoi 's city centre , a group of more than 20 people listened attentively to saleem hammad , a charismatic , 30-year-old palestinian man , a he spoke in fluent vietnamese .","gaza war evokes vietnam 's own struggle , past unity with palestine"
"Amid the rubble and pain of Gaza , story emerge of Palestinian bravery and generosity .",23 Mar 2024,al-j,"in the day leading up to ramadan , we heard the hopeful word “ ceasefire ” . the u president uttered it , and the medium repeated it . for a short moment , the life of palestinian in gaza hung in the balance , caught between the possibility of a truce for the holy month and israel ’ s relentless drive to eliminate my people from the face of the earth .",what aida of khan younis can teach u about courage
That toll is more than three time the number of Palestinians killed in the West Bank in 2022 .,16 May 2024,al-j,israeli have now killed at least 502 palestinian in the occupied west bank since october 7 .,israel kill more than 500 palestinian in the west bank since october 7
"Dozens of settler stormed village , setting fire to home in search for missing teenager .",13 Apr 2024,al-j,"a palestinian man ha been killed in an attack by israeli settler in the occupied west bank , where tension remain high amid fear of more violence .",palestinian man killed in israeli settler raid in occupied west bank
Dozens of Palestinians killed across the besieged territory a Israeli force hit multiple target from north to south .,25 May 2024,al-j,"israel ha continued it relentless attack on rafah despite the international court of justice ( icj ) ordering it to put an end to the military operation there , and multiple death were reported from central and northern gaza , which have been subjected to renewed attack .","israel continues to bomb gaza , including rafah , despite icj ruling"
Tens of thousand of Palestinians are being displaced once more by the most recent evacuation order .,11 May 2024,al-j,"israel issued new evacuation order in gaza ’ s southern city of rafah , forcing ten of thousand more people to move a it prepares to expand it military operation .",thousand flee rafah after israeli force issue evacuation order
"Palestinian health official say Israel killed four people and wounded several others in one attack in Rafah , southern Gaza .",16 Apr 2024,al-j,"israeli tank have pushed back into some area of the northern gaza strip which they had left week ago , while warplane have conducted air raid on rafah , where more than one million displaced palestinian have sought refuge in the south of the territory , killing and wounding several people .","israeli tank push back into northern gaza , warplane hit rafah"
Boys aged between six and 17 latest to be handed over since start of Qatari mediation effort last year .,22 May 2024,al-j,"russia ha returned six child displaced by the war in ukraine in a deal brokered by qatar , according to russian state medium .",russia return six child to ukraine in qatar-brokered deal : state medium
"As the war in Gaza becomes the deadliest conflict for journalist , Al Jazeera look at press freedom in the past year .",3 May 2024,al-j,"every year on may 3 , unesco commemorates world press freedom day .",world press freedom day : gaza conflict deadliest for journalist
"An estimated 150,000 people attended the rally in one of the biggest demonstration since Israel ’ s war on Gaza began .",22 Jun 2024,al-j,"ten of thousand of protester waving israeli flag and chanting slogan against prime minister benjamin netanyahu ’ s government rallied in tel aviv saturday , demanding new election and the return of captive held in gaza .",‘ all of the rat in the knesset ’ : mass antiwar protest in israel
University of Texas student and Jewish peace activist Elijah Kahlenberg wa caught up in police violence against anti-war demonstrator . He told Al Jazeera why he ’ s supporting the call for an end to Israel ’ s alleged genocide .,29 Apr 2024,al-j,,jewish student and peace group founder support gaza anti-war protest
"After rejecting a ceasefire for month in Israel ’ s war on Gaza , the Biden administration want to see an end to the fighting .",16 Jun 2024,al-j,"how “ permanent ” is the us/israeli plan for a “ permanent ceasefire ” in gaza ? the intentional vagueness of the proposal to bring a “ sustainable period of calm ” to the gaza strip is the biggest obstacle preventing a deal , argues michael hanna of the international crisis group .","despite huge pr push , is u plan for gaza doomed to fail ?"
The creator of a viral video about boycotting American product ha been talking about his effort to campaign against the Gaza war and help the Palestinian cause .,7 Mar 2024,al-j,,creator of viral boycott video talk about helping palestinian cause
Marc Lamont Hill challenge Newsweek opinion editor Batya Ungar-Sargon on her support for Israel ’ s war on Gaza .,10 May 2024,al-j,"israel ha seized the gaza side of the rafah border crossing with egypt , forcing ten of thousand of palestinian to flee the area while shutting down gaza ’ s main entry point for humanitarian aid .",israel ’ s war on gaza : challenging the narrative of a “ just ” war
US President Joe Biden said in his State of the Union address that the American military will set up a “ temporary pier ” on the Gaza coast to help aid delivery . The US ha been criticised for delivering aid to Gaza while funding and assisting Israel ’ s war .,8 Mar 2024,al-j,,biden say u will set up gaza aid port
"As regional tension soar , the kingdom is contending with domestic a well a international pressure .",21 Apr 2024,al-j,"the hashemite kingdom of jordan is caught between two regional power and could face serious social , political and economic repercussion should regional tension continue to intensify .",tightrope : jordan ’ s balancing act between iran and israel
Decision follows resignation of centrist Gantz and will disappoint hardliner angling to expand influence on war in Gaza .,17 Jun 2024,al-j,prime minister benjamin netanyahu ha announced the end of israel ’ s six-member war cabinet .,israel ’ s netanyahu dissolve war cabinet
"Norway , Spain and Ireland have announced plan to recognise a Palestinian state , and the Irish prime minister say he ’ s confident more country will follow .",22 May 2024,al-j,,"norway , spain and ireland to back palestinian statehood"
Israeli force also pound central Gaza a negotiation continue in Egypt for a ceasefire in the enclave .,8 May 2024,al-j,israel claim it is reopening the main crossing point for humanitarian aid to enter the gaza strip a it military launched new attack across the palestinian territory and wa building it offensive on southern rafah despite ongoing talk for a ceasefire .,israel say reopening key gaza border point a it step up rafah attack
"Experts decry psychological damage from lack of schooling coupled with bombing , hunger , sickness and bereavement .",5 Apr 2024,al-j,"eight out of 10 school in the gaza strip are damaged or destroyed , the united nation child ’ s agency ( unicef ) say , but it is the psychological damage of israel ’ s war on the territory ’ s nearly 1.2 million child that ha expert worried .",gaza ’ s child face long road to healing
"Lily Greenberg Call say she can not ‘ in good conscience ’ represent the US gov ’ t , condemns ‘ disastrous ’ Gaza policy .",15 May 2024,al-j,"another staffer in united state president joe biden ’ s administration ha publicly resigned in protest of the u ’ s continued support for israel amid it war on gaza , the associated press news agency reported .",another biden administration staffer resigns over u stance on gaza war
The UN special coordinator for the Middle East peace process discusses Gaza ceasefire effort .,22 Mar 2024,al-j,"since israel ’ s inception in 1948 , the palestinian-israeli conflict ha centred on the occupied palestinian territory , human right violation and palestinian self-determination , leading to cycle of violence and failed peace effort .",tor wennesland : gaza talk in doha key for palestinian and israeli
Gaza ’ s territory ha been shrunk by a buffer zone that wind around it boundary and a wide axis torn through it centre .,31 May 2024,al-j,"israel ha taken over some 32 percent of gaza ’ s area by “ systematically demolishing neighbourhood ” to create a buffer zone and a central axis dividing it , according to al jazeera ’ s sanad verification agency .","israel ha encroached on 32 percent of gaza , al jazeera investigation show"
A symbolic political act can not put an end to Israeli crime or grant Palestinians sovereignty .,26 Apr 2024,al-j,"a the genocide in gaza rage on , various european country , including spain and ireland , have indicated that they are moving towards recognising the state of palestine .",recognition of palestinian statehood is not the panacea it ’ s made out to be
Candidates are promising to fix Britain ’ s domestic woe a the top two party look set to lose vote over their position on Israel ’ s war on Gaza .,21 Jun 2024,al-j,"across the united kingdom , a record number of candidate – more than 4,000 – are campaigning for the july 4 general election .",uk general election 2024 : what are the key issue shaping the vote ?
"The number of people killed in Israel ’ s war on Gaza since October 7 ha risen to 32,623 .",29 Mar 2024,al-j,"here ’ s how thing stand on friday , march 29 , 2024 :","israel ’ s war on gaza : list of key event , day 175"
"Six month have passed since Israel began it brutal war of retaliation on Gaza , which the International Court of Justice say ‘ plausibly ’ amount to genocide . In that time , more than 33,000 Palestinians have been killed . Here are some of their story .",7 Apr 2024,al-j,,six month of israel ’ s relentless war on gaza
"The Israeli military ha confirmed it killed three son of Hamas political leader Ismail Haniyeh in an air attack in Gaza . Four of Haniyeh ’ s grandchild are also reported to have been killed in the strike on the Shati refugee camp on the first day of Eid al-Fitr . Haniyeh ha told Al Jazeera that Palestinian leader will not back down if their family are targeted by the Israeli army , and that the killing will not affect Hamas ’ s demand in negotiation for a ceasefire .",10 Apr 2024,al-j,,israeli attack kill three son of hamas political leader ismail haniyeh
"Groups advocating for Palestinian prisoner say Adnan al-Bursh , head of orthopaedics , died a a ‘ result of torture ’ .",3 May 2024,al-j,"a prominent palestinian doctor from gaza ’ s al-shifa hospital ha died in an israeli jail after more than four month of detention , according to the enclave ’ s health ministry and group advocating for palestinian prisoner .",doctor from gaza ’ s al-shifa hospital dy in israeli prison
Gaza ’ s Government Media Office say ‘ Israeli massacre ’ at Nuseirat refugee camp ha killed 210 Palestinians and wounded more than 400 .,8 Jun 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : death toll from nuseirat attack rise to 210
Dutch riot police have used a bulldozer to break up an anti-Gaza war protest camp at the University of Amsterdam after student refused to leave .,9 May 2024,al-j,,dutch police bulldoze camp to break up anti-gaza war student protest
Spanish PM call Palestinian statehood ‘ only route to peace ’ ; Israel accuses Madrid of incitement to Jewish ‘ genocide ’ .,28 May 2024,al-j,"the establishment of a palestinian state is “ the only route to peace ” in the middle east , spanish prime minister pedro sanchez ha said a his country announced formal recognition , alongside norway and ireland .",eu state announce formal recognition of palestinian state
Marc Lamont Hill talk to journalist and writer Mariam Barghouti on the situation in the West Bank and Gaza Strip .,15 Mar 2024,al-j,"more than 31,000 palestinian have been killed since the start of israel ’ s war on gaza , and with no sign of an imminent ceasefire , the world food programme ( wfp ) ha warned that the enclave is at risk of famine .",israel ’ s war on gaza : ‘ the creation of a humanitarian crisis is a tactic ’
Students in Belgium and the Netherlands occupied Ghent and Amsterdam university to protest against Israel ’ s war on Gaza .,7 May 2024,al-j,student in belgium and the netherlands have joined the wave of protest around the world against israel ’ s war on gaza .,belgian and dutch student protest against israel ’ s war on gaza
"The Health Ministry add 169 injured to daily toll , saying Civil Defence crew still trying to reach trapped victim .",22 Jun 2024,al-j,this live page is now closed .,israel war on gaza update : israel kill 101 palestinian in 24 hour
US President Biden outline a new 3-phase ceasefire plan proposed by Israel and given to Hamas by Qatar to ‘ permanently ’ halt the Gaza war .,31 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : new israeli truce proposal given to hamas
Displaced Palestinians in Gaza are expressing their thanks to student protester on US college campus by writing message of gratitude on their tent in Rafah .,28 Apr 2024,al-j,,palestinian in rafah express thanks to u university protester
Iranian medium on Friday reported explosion in Isfahan city amid steadily increasing tension with Israel that have reached boiling point since Israel ’ s war on Gaza began .,19 Apr 2024,al-j,"iranian state medium reported on friday that the country had activated it air defence system over the central city of isfahan , to bring down three aerial object , amid sound of explosion . flight were briefly suspended in many part of the country , before the alert wa lifted .",how iran-israel tension have escalated since the war on gaza : a timeline
"Hezbollah leader Hassan Nasrallah warned Cyprus that if it aided Israel in attack on Lebanon , it would be targeted .",20 Jun 2024,al-j,"on june 19 , hassan nasrallah , the powerful leader of the lebanese group hezbollah , warned cyprus that if it helped israel attack lebanon , it would become a target .",is cyprus about to be dragged into a war between israel and hezbollah ?
"Video show the terrifying moment after an Israeli bombing in northern Gaza ’ s residential neighbourhood of Beit Lahia . Palestinians are seen running down the street , carrying wounded and searching for other casualty . Sources at Kamal Adwan Hospital say seven people were killed and dozen wounded .",20 May 2024,al-j,,beit lahia resident run from israeli bombing
"Video show a car ramming a crowd of anti-government protester in Israel during mass demonstration against Netanyahu and his cabinet ’ s handling of the war on Gaza , six month on .",7 Apr 2024,al-j,,anti-gov ’ t protester hit by car in israel
Qatar call attack that killed at least 40 Palestinians a ‘ grave violation of international law ’ and UN special rapporteur urge sanction on Israel .,27 May 2024,al-j,"several country and global organisation have condemned the israeli air attack on tent housing displaced people in gaza ’ s southernmost city of rafah that killed at least 40 palestinian , including many child .",‘ heinous massacre ’ : israel ’ s attack on rafah tent camp widely condemned
The dwindling Christian community in Gaza is holding Easter service without electricity due to Israel ’ s siege of the bombarded enclave .,31 Mar 2024,al-j,,gaza ’ s christian attend easter service in darkness
Dana Abuqamar say her comment at a rally last year which raised suspicion were mischaracterised .,10 May 2024,al-j,the united kingdom ha revoked the visa of a palestinian student after she participated in a pro-palestine demonstration at her university .,uk revoke visa of law student who addressed pro-palestine protest
Hundreds of protester have been marching through New York to condemn Israel ’ s escalating attack on Rafah in Gaza and US support for Israel ’ s military .,8 May 2024,al-j,,anti-gaza war protest marcher in new york city say ‘ hand off rafah ’
"Police delay intervention into ‘ shocking ’ attack , featuring masked vigilante armed with pepper spray and firework .",1 May 2024,al-j,a demonstration against israel ’ s war on gaza at the university of california in los angeles ( ucla ) turned violent when a vigilante pro-israel mob attacked a solidarity encampment occupied by peaceful pro-palestinian protester .,ucla clash : pro-palestinian protester attacked by israel supporter
Weapons manufacturer could face legal scrutiny for supplying Israel .,20 Mar 2024,al-j,"israel ’ s war on gaza , which ha killed at least 31,923 palestinian , ha relied mostly on western arm and technology .",who is arming israel ’ s war on gaza ?
"Eyeing a prospective Israel-Hamas truce deal in Qatar , the US draft resolution doe not explicitly demand a ceasefire now .",21 Mar 2024,al-j,"the united state ha circulated a draft united nation security council resolution calling for an “ immediate ceasefire tied to the release of hostage ” in gaza , according to u secretary of state antony blinken who is on a tour of the middle east .","with record of gaza truce veto , u unveils new , ambiguous un resolution"
And claiming that it is harm the fight against the very real and growing threat posed by anti-Semitism .,13 Mar 2024,al-j,"anti-semitism is a plague . and one that is , a i have realised in the aftermath of hamas ’ s horrific terror attack in israel on october 7 , far more endemic than i wa willing to accept before , despite having been questioning and confronting this hate all my life a the child of an american jewish and catholic german couple .",criticism of israel ’ s war and occupation is not anti-semitism
President Biden faced criticism a he outlined plan for delivering aid into Gaza during his State of the Union address a the US remains Israel ’ s biggest military supplier .,8 Mar 2024,al-j,,biden criticised over gaza aid port plan
"Blaming Hamas for deadlocked negotiation , Israel appears set to launch threatened offensive on southern Gaza city .",6 May 2024,al-j,the israeli army appears set to launch it long-threatened assault on rafah a it instructs palestinian to leave part of the city in southern gaza .,israel order rafah evacuation a gaza truce talk stall
Polls suggest an increasing number of young Americans are siding with Palestinians and growing critical of Israel .,3 May 2024,al-j,successive u administration across the political divide have backed israel since it wa created in 1948 .,what ’ s behind the u generational divide on israel ’ s war on gaza ?
Hezbollah ha released drone footage that it claim show the group ’ s surveillance of Israel ’ s port city of Haifa and it surroundings . The video includes aerial view of site in Haifa including sea and airport .,18 Jun 2024,al-j,,hezbollah drone footage claim to show surveillance over israel
"Reliant on visa to remain in the US , foreign student face heightened consequence for involvement in campus protest .",17 May 2024,al-j,"new york , new york – israel ’ s war on gaza is personal for columbia university student mahmoud khalil .",international student risk immigration status to engage in gaza protest
Israel ’ s chief military spokesman delivered a televised address to the nation after Iran ’ s first-ever direct attack on Israel came to an end . He describes how Israel ’ s ally played a role in intercepting the barrage of missile and drone .,14 Apr 2024,al-j,,israel ’ s military give televised address after iran attack
"‘ Squad ’ congressman Jamaal Bowman , a critic of Israel ’ s war on Gaza , face AIPAC-backed rival George Latimer in his New York primary .",21 Jun 2024,al-j,"washington , dc – representative jamaal bowman , one of the newest member of the progressive “ squad ” in the united state congress , is facing a fight for his political life .",what ’ s behind the historic pro-israel spending in a new york house primary ?
The LAPD ha arrested at least 50 pro-Palestine protester and faculty at UCLA after a tense standoff a day after violence led by counter-protesters .,2 May 2024,al-j,"a tense standoff continued at the university of california los angeles ( ucla ) on thursday night after police arrested at least 50 student and faculty protester at a campus encampment , where they have been campaigning against israel ’ s war on gaza .","police clear encampment , arrest ucla student amid u protest : all we know"
Representatives of Iran ’ s ‘ axis of resistance ’ and political and religious leader participated in Al-Quds Day amid Gaza war .,5 Apr 2024,al-j,iran is marking al-quds day with rally across the country a the commander-in-chief of the islamic revolutionary guard corp ( irgc ) promised retaliation after israeli strike on iran ’ s consulate in syria .,irgc warns israel attack ‘ won ’ t go unanswered ’ a iran mark al-quds day
Nicaragua alleges Germany violated UN Genocide Convention by supplying Israel while aware there wa a risk of genocide .,9 Apr 2024,al-j,nicaragua ha asked the international court of justice to order germany to stop supplying israel with weapon .,is germany complicit in israel ’ s war on gaza ?
UN say more half a million people displaced in recent day a Israeli troop press assault in north and south Gaza .,14 May 2024,al-j,"israeli force have intensified attack across gaza , bombarding a refugee camp in the centre of the strip a tank pushed deeper into eastern part of rafah city in the south .",more than half a million palestinian flee a israel escalates gaza attack
"Israel ha told the International Court of Justice it reject South Africa ’ s attempt to stop the assault on Rafah in Gaza , telling judge that South Africa ha a “ clear ulterior motive ” in pushing it genocide case .",17 May 2024,al-j,,israel reject south africa ’ s icj plea for rafah attack halt
It is absurd to believe that UNSC resolution and ICJ order can stop the Israeli genocide in Gaza .,30 Mar 2024,al-j,we have now entered the comforting world of delusion .,delusion at the united nation
"As Palestinians prepare for Ramadan , many fear that Israeli authority and far-right Israelis could provoke unrest .",10 Mar 2024,al-j,occupied east jerusalem – the mood in occupied east jerusalem is tense a the city ’ s palestinian prepare for islam ’ s holy month of ramadan .,palestinian fear israeli violence in jerusalem during ramadan
Scholars of Algerian history rule say they see a lot of parallel with Israel ’ s occupation of the Palestinian territory .,9 Jun 2024,al-j,thousand of protester gathered in a town under colonial rule in the 1940s . they raised national flag and placard and called for self-determination .,israel occupying palestine echo france colonising algeria : analyst
"Ground attack of overcrowded southern city would inflict hundred of thousand of casualty with destroyed health system unable to cope , UN agency warn .",3 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : rafah ground invasion would be a ‘ bloodbath ’
Gaza ’ s medium office and Reporters Without Borders say there is evidence to suggest it wa a targeted attack .,12 Apr 2024,al-j,"three journalist have been injured , one seriously , in an israeli attack at the nuseirat refugee camp in central gaza that authority in the besieged strip say wa a targeted attack .",journalist loses foot after being badly wounded in israeli attack in gaza
"Lee , a Democrat and one of the first US legislator to call for a Gaza ceasefire , face a challenge from within her party .",21 Apr 2024,al-j,"washington , dc – it wa not a popular stance to take . tension were running high .",summer lee ’ s primary race test fallout for critic of the u ’ s gaza policy
"A total of 143 member nation voted in favour , reflecting global opinion on Israel ’ s war on Gaza .",11 May 2024,al-j,the international community ha debated palestinian statehood for decade . full membership at the united nation would effectively recognise that .,what could sweeping unga support for palestine ’ s full un membership mean ?
Media report say the US ha agreed to transfer a new weapon package worth $ 2.5bn to Israel amid it ongoing Gaza war .,30 Mar 2024,al-j,"the united state ha greenlighted the transfer of a new $ 2.5bn weapon package , comprising bomb and fighter jet , to israel , according to u medium report .","‘ complicity ’ : leader , activist slam u for sending more arm to israel"
Greece ’ s government ha pledged not to allow protest against Israel to escalate on university campus a they have in other country .,27 May 2024,al-j,"athens , greece – nine people from the united kingdom and the european union member state are facing deportation from greece day after they took part in a protest in solidarity with palestine at a greek university .","‘ audacious , outrageous ’ : gaza protester slam greek deportation order"
US military say it wa responding to a large-scale attack by the Iran-aligned group that posed an ‘ imminent threat ’ .,9 Mar 2024,al-j,united state navy ship and aircraft have shot down 15 drone fired by yemen ’ s iran-aligned houthis in the red sea area .,us-led coalition shoot down 15 drone fired by yemen ’ s houthis in red sea
"Israeli army say it is withdrawing most of it troop from Khan Younis , though a ‘ significant force ’ will continue to operate in the rest of Gaza .",7 Apr 2024,al-j,"the israeli military say it ha withdrawn it ground troop from the southern gaza strip , including khan younis , amid conflicting report about the scale and duration of the disengagement .",israel ‘ pull out troop ’ from southern gaza a attack enter seventh month
The demonstration at Irvine is the latest in a series of campus protest across the US over Israel ’ s war in Gaza .,16 May 2024,al-j,"police in the united state have taken back a lecture hall from pro-palestinian protester who for hour occupied the building at the university of california , irvine , and then cleared a student encampment that stood for more than two week .",u police clear pro-palestinian camp from california university
US president issue some of his strongest criticism of Israel yet after killing of seven World Central Kitchen worker .,3 Apr 2024,al-j,"united state president joe biden ha said he is “ outraged and heartbroken ” by israel ’ s killing of seven aid worker in gaza , delivering some of his strongest criticism yet of the close u ally .","biden rebuke israel , say he ’ s ‘ outraged ’ over killing of gaza aid worker"
Protester tell Al Jazeera ‘ This is not the end ’ a police move in and make arrest at anti-Gaza war demonstration at UCLA .,2 May 2024,al-j,,protester at ucla : ‘ this is not the end ’
Thirteen out of 21 people killed by Israeli force in so-called ‘ safe area ’ of al-Mawasi are woman and girl .,28 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : new massacre of displaced civilian in rafah
Gaza ’ s Health Ministry said the raid on the hospital – Israel ’ s fourth since October – ha resulted in death and injury .,18 Mar 2024,al-j,"here ’ s how thing stand on monday , march 18 , 2024 :","is­rael ’ s war on gaza : list of key event , day 164"
The Israeli missile struck tent in an area to the west of Rafah city that wa supposed to be safe from attack .,27 May 2024,al-j,gaza official say the death toll from israeli air strike on a camp housing displaced palestinian near rafah in southern part of the strip ha risen to 45 .,death toll in israeli attack on displaced palestinian in rafah rise to 45
Germany is one of the staunchest backer of Israel ’ s war on Gaza .,10 Apr 2024,al-j,"eighty year after the holocaust , germany is accused of being complicit in an alleged israeli genocide in gaza .",what ’ s behind germany ’ s unwavering support for israel ?
Annual report from international human right group detail hypocrisy of some of the world ’ s most powerful country .,24 Apr 2024,al-j,"the world is facing the collapse of the 1948 international order established in the wake of world war ii , amid the brutal war in gaza and ukraine , while authoritarian policy continue to spread , amnesty international ha warned .","post-1948 order ‘ at risk of decimation ’ amid war in gaza , ukraine : amnesty"
"These were the update on the Israel-Gaza war for Friday , March 15 , 2024 .",15 Mar 2024,al-j,this live page is now closed .,israel ’ s war on gaza update : hamas put forth proposal aimed at ending war
Rights advocate welcome ‘ much-needed decision ’ a Palestinians in Gaza face humanitarian crisis amid Israeli attack .,8 Mar 2024,al-j,"montreal , canada – canada ha announced it is lifting a freeze on funding for the united nation agency for palestinian refugee ( unrwa ) , after facing fierce criticism for cutting assistance during israel ’ s war in gaza .","canada lifting freeze on unrwa funding after week of protest , criticism"
"Israel must end it occupation and it G7 ally must ‘ move from word to action . The time for talking is done , ’ Oxfam charity say .",14 Jun 2024,al-j,"the palestinian refugee agency of the united nation ( unrwa ) must be allowed to work unhindered in gaza , group of seven ( g7 ) leader say a the wealthy nation wrapped up day two of their annual summit in italy .","‘ absolute priority ’ : un agency must work unhindered in gaza , g7 say"
"Israel ’ s attack in the occupied West Bank have killed both fighter and civilian , and left only destruction behind .",12 Mar 2024,al-j,"tulkarem , occupied west bank – “ i saw him and i knelt over his body , not knowing what to do . all his face wa bloody , full of shrapnel – and his leg wa cut off . ”",‘ little gaza ’ : mourning loved one israel killed in west bank refugee camp
The Yemeni group say it is expanding it attack in response to the looming Israeli assault on Rafah in southern Gaza .,3 May 2024,al-j,"yemen ’ s houthis will target ship heading to israeli port in any area within their range , the group ’ s military spokesperson yahya saree ha said in a televised speech .",houthis say they will target israel-bound ship anywhere within their range
A human right group call on the United Kingdom to stop arming Israel a it campaign in the strip continues .,13 May 2024,al-j,"london , united kingdom – mass extermination and mass expulsion are “ identifiable strategy ” of israel ’ s military campaign in the gaza strip , a human right group warns , a it call on the united kingdom to impose an arm embargo .","extermination , expulsion ‘ identifiable strategy ’ of israel ’ s war in gaza"
"As Israel bomb and re-bombs the tiny enclave , question abound about when it will stop and what it will do next .",16 May 2024,al-j,the evidence appears to show that the israel prime minister doe not .,doe israel ’ s netanyahu have a plan for a ‘ day after ’ the war on gaza ?
Forty percent of Arab Americans in key US swing state say they are ‘ not enthusiastic at all ’ about November ’ s election .,30 May 2024,al-j,"washington , dc – joe biden ’ s support among arab american voter in critical swing state ha plummeted during the war in gaza , a new poll found , in the latest sign that the united state president ’ s backing of israel could hurt him in november ’ s election .","biden ’ s support among arab american plummet amid gaza war , new poll show"
New US law includes yearlong ban on funding to UN agency that support Palestinian refugee .,25 Mar 2024,al-j,"the united nation relief and work agency , or unrwa , provides humanitarian support to million of palestinian refugee .",will unrwa collapse without u support ?
"‘ Goodbye Mom . ’ These are the last moment between a young Palestinian girl and her mother , who wa killed in an Israeli attack in Gaza .",20 Jun 2024,al-j,,palestinian girl cry ‘ goodbye mom ’
An Israeli strike ha killed five Palestinians and injured 22 after it hit a UN aid distribution centre in Rafah .,14 Mar 2024,al-j,"here ’ s how thing stand on wednesday , march 14 , 2024 :","is­rael ’ s war on gaza : list of key event , day 160"
"Polls suggest Gantz ’ s party would come top in any election , making him favourite to take over Netanyahu a prime minister .",4 Apr 2024,al-j,israel war cabinet member benny gantz ha called for election in september a prime minister benjamin netanyahu ’ s government face pressure at home and abroad over the war in gaza .,israel ’ s gantz challenge netanyahu with call for election amid gaza war
Growing call and demonstration for university to sever tie with Israel trigger clash and arrest .,8 May 2024,al-j,"student at various european university , inspired by the continuing pro-palestinian demonstration on campus in the united state , have been occupying hall and facility , demanding an end to partnership with israeli institution because of israel ’ s war on gaza .",student protest against israel ’ s war on gaza spread across europe
"Israel ’ s performance at Eurovision wa booed by spectator inside the venue , while outside protester condemned Israel ’ s participation in the song contest while waging war on Palestinians in Gaza . Police forcibly removed activist , including Greta Thunberg .",12 May 2024,al-j,,boo inside and protest outside eurovision final over israel ’ s act
Three more child die of malnutrition in Gaza a US President Biden say ceasefire by Ramadan ‘ looking tough ’ .,9 Mar 2024,al-j,"here ’ s how thing stand on saturday , march 9 , 2024 :","israel ’ s war on gaza : list of key event , day 155"
"The US say the onus is on Hamas to accept the deal , but confusion continues to build over Israel ’ s stance .",4 Jun 2024,al-j,israel ha confirmed that four of the captive held in gaza were likely killed during air raid on the enclave .,pressure for truce deal rise a israel report four gaza captive killed
"Spain , whose recognition of Palestinian statehood angered the Israeli foreign minister , ha now joined the ICJ genocide case .",6 Jun 2024,al-j,"madrid , spain – after spain recognised palestinian statehood , pedro sanchez met with his palestinian counterpart , prime minister mohammad mustafa , and leading official from several middle eastern country in madrid .",spain-israel tension soar a madrid throw support behind palestine
"Israeli Prime Minister Benjamin Netanyahu said that Israel will fight alone ‘ with our fingernail ’ if necessary , in an apparent response to the US ’ warning it would halt weapon supply if Israel launched a full-scale invasion into Rafah .",10 May 2024,al-j,,‘ we ’ ll fight with fingernail ’ say israeli pm after u warning
