sub_title,date,Newspaper,Body Text,title
Israeli attacks kill dozens of Palestinians including 15 people at a sport centre where war-displaced people were sheltering .,30 Mar 2024,al-j,"here’s how things stand on saturday , march 30 , 2024 :","israel’s war on gaza : list of key events , day 176"
"Muslims around the world mark the start of Ramadan . For many , that includes marking 157 days of Israeli assault in Gaza .",11 Mar 2024,al-j,,the take : observing ramadan against the backdrop of war
"The UN Security Council approved a US-sponsored resolution calling on Hamas to accept a ceasefire proposal , with 14 votes in favour and one abstention from Russia . The US says Israel has already agreed to the deal .",10 Jun 2024,al-j,,un security council endorses us-proposed plan for gaza ceasefire
Daqqa was arrested by Israel in 1986 for killing an Israeli soldier and has remained in prison since then .,7 Apr 2024,al-j,"imprisoned palestinian novelist and activist walid daqqa , who was suffering from cancer , has died in israel’s shamir medical center , according to the palestinian commission of detainees and ex-detainees affairs .",terminally ill palestinian prisoner walid daqqa dies in israeli custody
Palestinians in Gaza observe Ramadan in ruined mosques as Israeli siege and bombardment leaves ‘ hunger everywhere ’ .,11 Mar 2024,al-j,the live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : no plan to protect civilians in rafah – us
"Disillusioned with the UK opposition’s stance on Gaza , British Palestinian professor Kamel Hawwash plans to run in the general election .",15 May 2024,al-j,"london , england – as the united kingdom gears up for a general election , trust in the ruling and main opposition parties among some communities is in sharp decline over their positions on israel’s war on gaza .","‘ as someone with palestinian heritage , i couldn’t stay in the labour party ’"
Health Ministry reports ‘ large numbers ’ of killed and wounded rushed to hospital as a result of nonstop Israeli bombardment .,8 Jun 2024,al-j,"the death toll in israel’s latest military assaults across the gaza strip has risen to 226 and more than 400 wounded , according to the government media office in the besieged territory .",‘ bodies scattered on streets ’ : israel kills 226 in central gaza attacks
"Despite being thousands of miles away , I constantly think of my patients in Gaza , and wonder : Did they make it ? Are they still alive ?",3 May 2024,al-j,"i arrived in rafah in the early hours of october 9 and made my way to my family home in gaza city amid intense israeli air strikes . the next day , i walked with my cousin to al-shifa hospital to begin work , not realising this would be the beginning of a 43-day nightmare .",i spent 43 days in gaza’s now-destroyed hospitals . my mind is still there .
A 13-year-old Palestinian boy who was setting off fireworks has been shot dead by an Israeli soldier in occupied East Jerusalem .,13 Mar 2024,al-j,,13-year-old palestinian boy shot dead by israeli troops
The visa process,5 Apr 2024,al-j,"montreal , canada – “ unlivable . ” that’s how canada’s immigration minister , marc miller , described the situation in the gaza strip in late december .",' mission impossible '
Starvation and disease pose imminent dangers .,19 Mar 2024,al-j,"as israel’s brutal war on gaza continues , the 2.3 million residents of the besieged palestinian territory face the imminent risk of famine .",how can israel’s war on gaza be allowed to continue ?
"Forced to flee Israeli strikes , tens of thousands of people in southern Lebanon have no homes to return to after 6 months of cross-border clashes . Israeli attacks have killed at least 50 civilians and according to the Israeli army , troops are being reinforced , in preparation for a wider war .",9 Apr 2024,al-j,,cross-border fighting with israel leaves lebanese towns in ruins
Israeli army kills more Palestians in Gaza after takeover of crossing on vital route for aid deliveries .,8 May 2024,al-j,israel’s seizure of the rafah crossing worsens an already dire situation for the 2.3 million palestinians in gaza .,will israel face consequences over its seizure of the rafah crossing ?
Palestinians have been holding prayers to mark the start of Eid al-Fitr which is being overshadowed by Israel’s war on Gaza .,10 Apr 2024,al-j,,eid prayers by palestinians in gaza and jerusalem’s al-aqsa mosque
"According to media reports , arms exports have grown during wartime in another sign of ever-warming ties .",10 Apr 2024,al-j,"throughout israel’s war on gaza , serbia has sought to publicly avoid political involvement in the conflict , with belgrade maintaining a relatively neutral position aimed at preserving relationships .","as gaza is pummelled , is serbia secretly sending weapons to israel ?"
"Protesters accused police of excessive force during arrests at an anti-war demonstration camp at the United States ’ Emory University , where one female professor was hauled to the ground and detained and another demonstrator was tasered .",26 Apr 2024,al-j,,professors arrested as police use ‘ violence ’ to clear us university camp
Dr Ghassan Abu-Sittah shares how he won the fight to share his accounts of Gaza as Palestinians mark Nakba Day .,15 May 2024,al-j,,the take : a palestinian doctor’s fight to speak about gaza on nakba day
“ Before the war I was beautiful . ” A young girl in Gaza says witnessing all the death and destruction in Israel’s war has made her ugly .,14 Mar 2024,al-j,,‘ the war made me ugly ’ says palestinian girl
"Colombia’s president Gustavo Petro says the country is cutting diplomatic ties with Israel over its war on Gaza . Speaking to a large crowd marking International Workers ’ Day in Bogota , Petro said , “ If Palestine dies , humanity dies ” .",2 May 2024,al-j,,colombia president cuts ties with israel over war on gaza
Rescue workers used a pulley to transfer an injured Palestinian man out from the second floor of a bombed residential tower in Rafah . Israeli attacks struck several other homes overnight in Gaza .,29 Apr 2024,al-j,,rafah rescue team uses pulley to retrieve man injured by israeli attack
"Pro-Palestine protesters shut down the Golden Gate bridge as part of a global day of action over Israel’s war on Gaza , which also saw key economic sites blockaded in cities across the world .",16 Apr 2024,al-j,,global day of action over gaza war
Some victims found at two hospitals were ‘ buried alive ’ while others were ‘ executed ’ by the Israeli military .,25 Apr 2024,al-j,"mass graves found in two hospitals in the gaza strip containing 392 bodies , including those of women , children and the elderly , showed signs of torture and executions , officials in the enclave have said .",evidence of torture as nearly 400 bodies found in gaza mass graves
How data fuels laws,20 Mar 2024,al-j,"burlington , vermont – if it can happen here , it can happen anywhere .",' rendered invisible '
"Antonio Guterres says ‘ nothing can justify the collective punishment ’ in Gaza , and calls for more aid access to the enclave .",5 Apr 2024,al-j,"israel’s military campaign in gaza has brought “ relentless death and destruction ” to palestinians in the strip , united nations secretary-general antonio guterres has said .",israel has brought ‘ relentless death and destruction ’ to gaza : un chief
Children among the dead and wounded in the latest Israeli air strike on a UN shelter in northern Gaza City as tanks surround ‘ safe zone ’ in southern Rafah .,23 Jun 2024,al-j,this live page is now closed .,israel war on gaza updates : ‘ we’re running from death towards death ’
US Secretary of State Antony Blinken was alerted in December of alleged human rights abuses by Israeli soldiers . What is being done about them ?,23 Apr 2024,al-j,,the take : why israeli military units could be sanctioned by the us
Spokesman for UN’s humanitarian office says half of March food convoys to north Gaza were denied access .,9 Apr 2024,al-j,the live page is now closed . you can continue to follow our coverage of the war in gaza here .,"israel’s war on gaza updates : israel blocked half of march food convoys , un"
"Islamic authorities say more than 1,100 Israelis encroached on Al-Aqsa Mosque compound during provocative annual parade .",5 Jun 2024,al-j,"thousands of israelis have joined a march through occupied east jerusalem , with some attacking palestinians and shouting racist slogans , as part of an annual demonstration marking israel’s occupation of the city .","thousands of israelis march through jerusalem , some attacking palestinians"
"Nod for long-threatened invasion of Rafah , home to 1.4 million displaced people , comes as Israel to send team to Qatar .",16 Mar 2024,al-j,"israel’s prime minister benjamin netanyahu has approved plans for an attack on rafah , where 1.4 million displaced palestinians have sought shelter , while planning to send a team to further truce talks in qatar after mocking a ceasefire proposal by hamas as “ ridiculous ” .",israel approves plan to attack gaza’s rafah but keeps truce talks alive
Israel’s military says it has withdrawn forces from southern Gaza as the war enters its seventh month .,8 Apr 2024,al-j,"“ it smells like death , ” says maha thaer , a mother of four , as she returns to her devastated home in khan younis after israeli troops announced their withdrawal from southern gaza .",khan younis ‘ smells like death ’ as palestinians return to devastated homes
Washington is considering to impose sanctions on the Israeli military unit accused of rights abuse against Palestinians .,25 Apr 2024,al-j,"the united states is considering imposing sanctions on the israeli battalion , netzah yehuda , an all-male ultra-orthodox battalion unit accused of human rights violations during its operations in the occupied west bank , according to us media reports .","what is netzah yehuda , the israeli battalion facing possible us sanctions ?"
A group of Israel supporters have attacked anti-war protesters at UCLA university in Los Angeles in the US . The group was filmed carrying out assaults and using fireworks and pepper spray on demonstrators at the Gaza war protest encampment .,1 May 2024,al-j,,israel supporters attack anti-war protesters at ucla university in us
"Israel and Hamas are both condemning a decision by the International Criminal Court’s chief prosecutor to seek arrest warrants for their leaders . Israel says the application is a crime of historic proportion , while Hamas claims the warrants equate the victims with the executioner .",20 May 2024,al-j,,icc seeks arrest warrants for leaders of israel and hamas
"Hezbollah and the Israeli army confirm a commander of the armed group was killed in a drone strike on a car in southern Lebanon . The strike on Ismail Yusaf Baz comes as Hezbollah claims to have hit an Israeli Iron Dome battery , causing casualties among the Israeli crew .",16 Apr 2024,al-j,,hezbollah commander killed in israeli drone strike in lebanon
"Pro-Palestine protests are growing in momentum , while also being accused of threatening the safety of students at US university campuses .",23 Apr 2024,al-j,,us universities crack down on pro-palestine protests
Over 130 students have been arrested after police cleared the UCLA campus of anti-Gaza war demonstrators following orders from the university to disperse what they called an unlawful gathering .,2 May 2024,al-j,,police clear pro-palestine encampment at ucla
"During a visit to Egypt , Antonio Guterres warns of the impact Israel’s months-long war on Gaza is having around the globe .",24 Mar 2024,al-j,"the only effective and efficient way to deliver heavy goods to meet gaza’s humanitarian needs is by road and includes an exponential increase in commercial deliveries , says the united nations secretary-general antonio guterres .","only effective way to ramp up gaza aid is by land , un chief guterres says"
McDonald’s has been subject to boycotts since franchisee Alonyal announced it would donate free meals to the Israeli military amid Gaza war .,5 Apr 2024,al-j,"mcdonald’s has said it will buy its 30-year-old israel franchise from alonyal , taking back ownership of 225 outlets that employ more than 5,000 people .",mcdonald’s buys all 225 of israeli franchise restaurants after boycotts
An aid ship carrying food and other essential items is nearing Gaza after days of delays amid dire humanitarian situation .,13 Mar 2024,al-j,"here’s how things stand on wednesday , march 13 , 2024 :","is­rael’s war on gaza : list of key events , day 159"
Relentless air and artillery strikes pound southern and central Gaza as more starvation deaths reported in the north .,9 Mar 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war on gaza here .,israel’s war on gaza updates : israeli strikes kill dozens of palestinians
"Despite outcry over abuses in Gaza war , US president stresses that his commitment to Israel’s security is ‘ ironclad ’ .",24 Apr 2024,al-j,"washington , dc – us president joe biden has signed into law a $ 94bn foreign funding bill that includes military aid to israel , ukraine and taiwan , ending a months-long legislative impasse in washington over the assistance .","biden signs law securing billions in us aid for ukraine , israel"
"Negotiation could lead to a ‘ dead end ’ says Hamas official Hamdan , as US diplomat Antony Blinken arrives in Saudi to push deal .",20 Mar 2024,al-j,the live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : israel ‘ negative ’ on hamas truce proposal
The anti-war protest at Columbia University escalated on Tuesday when a group of students took over a faculty building after the university began suspending students who refused to leave their protest camp .,30 Apr 2024,al-j,,how gaza protest at columbia university has escalated
The UN Security Council has passed its first resolution demanding an immediate ceasefire in Gaza after nearly six months of war . Here are some of the key takeaways .,26 Mar 2024,al-j,,what does the un resolution on gaza ceasefire mean ?
"From France to Australia , university students are part of pro-Palestine protests as Columbia students continue encampments .",26 Apr 2024,al-j,clashes between students and police officers have been reported all over the united states during intensifying university protests .,are us campus protests against israel’s war on gaza going global ?
"US reluctance to pressure Israel into accepting the ceasefire deal will have grave consequences , and not just for the Palestinians .",8 May 2024,al-j,"on may 5 , the breaking news that hamas had accepted a ceasefire deal spread like wildfire across gaza , sending people to the streets celebrating . their joy was short-lived , however , as israel pressed forward with a deadly ground assault on rafah .",the us and israel are playing a dangerous game
"The attack on October 13 killed a Reuters reporter and injured six others , including two Al Jazeera journalists .",7 Mar 2024,al-j,"an israeli tank crew “ likely ” opened machinegun fire on an identifiable group of journalists near the border with lebanon who were also targetted by shelling , a new report has found .",israeli tank ‘ likely ’ fired machinegun at journalists near lebanon border
"Houthi-claimed missile attack on Greek-operated , Barbados-flagged commercial ship kills three sailors off the coast of Yemen .",6 Mar 2024,al-j,"at least three seafarers have been killed in a houthi missile attack on a merchant ship in the gulf of aden , the united states military said , marking the first fatalities reported since the iran-aligned yemeni group began attacks against shipping in one of the world’s busiest sea lanes over israel’s war on gaza .",houthi attack kills three sailors in group’s first fatal strike on shipping
"Revenues from Qatar’s LNG fields will provide budget surpluses until the 2030s , Fitch said .",20 Mar 2024,al-j,"fitch ratings has upgraded qatar to aa , its third-highest rating , on the back of revenues expected from its expanded gas fields , the agency has said .",fitch ratings upgrades qatar to third-highest on back of gas expansion
Turkey’s Ministry of Trade cites humanitarian crisis in Gaza for its decision to suspend imports and exports .,2 May 2024,al-j,"turkey has halted exports and imports to and from israel , the turkish ministry of trade says , citing the “ worsening humanitarian tragedy ” in gaza .",turkey says it halts trade with israel over gaza aid access
"Israel is threatening all out war against the Lebanese group Hezbollah , which could be catastrophic for both countries , say analysts .",7 Jun 2024,al-j,tensions and tit-for-tat attacks are escalating between israel and the lebanese group hezbollah .,are lebanon’s hezbollah and israel about to go to war ?
Palestinian officials say Israeli forces killed 274 people during the operation to rescue four captives held in Gaza .,11 Jun 2024,al-j,the united nations human rights office says war crimes may have been committed by both israeli forces and palestinian armed groups during an israeli raid on nuseirat in central gaza last week .,israeli killings of gaza civilians during raid may be war crimes : un
"At least three people have died in a Houthi attack on a merchant ship near Yemen , the first fatalities since the group began strikes in response to Israel’s war on Gaza . Here’s what we know .",7 Mar 2024,al-j,,what we know about deadly houthi attack on cargo ship
Regular protests have been taking place outside Australian firms making crucial components for the F-35 fighter jet .,28 Mar 2024,al-j,"melbourne , australia – israel’s continued assault on gaza has highlighted a hidden yet crucial component of the world’s weapons manufacturing industry – suburban australia .",australia challenged on ‘ moral failure ’ of weapons trade with israel
"Protests , messages weaved into commencement addresses and the heckling of guest speakers , including comedian Jerry Seinfeld are just some of the ways students in the US showed support for Palestine during graduation ceremonies in the US .",13 May 2024,al-j,,us students use graduation to stand with palestine
Groups and politicians in Israel have launched a campaign for early elections and a deal to release the captives .,18 Jun 2024,al-j,several antigovernment groups in israel have launched a week of resistance against the government .,will israel’s week of resistance make a difference ?
Students must not allow sensationalist media coverage of their mobilisation to overshadow news of Israeli atrocities in Palestine .,30 Apr 2024,al-j,"on april 22 , students set up an encampment at the university of michigan to demand the university’s complete and total divestment from genocidal israel . they thus joined dozens of other universities across the united states in standing up in solidarity with the palestinian people who are facing genocide at the hands of the israeli army . israeli forces have killed more than 34,500 palestinians , including 14,500 children , in gaza and nearly 490 , including 124 children , in the occupied west bank .","encamp , divest and keep your eyes on gaza"
"Germany is forcing Palestinians to pay for its own genocidal crimes and targeting Jews and Muslims who speak out , says British writer Owen Jones . He’s calling on artists and performers to boycott public events in Germany .",19 Mar 2024,al-j,,‘ boycott germany for forcing palestinians to pay for its crimes ’
Columbia University’s Jeffrey Sachs says the war in Gaza could end today if the United States stopped supplying weapons to Israel .,17 Mar 2024,al-j,"“ does the united states want to be complicit in genocide ? ” this is the question that us leaders should be asking themselves as israel’s war on gaza continues , argues columbia university professor jeffrey sachs .",professor jeffrey sachs : ‘ us is complicit in israeli genocide ’
"According to United Nations data , more than half of Gaza’s homes have been destroyed or damaged – as have 267 places of worship .",27 May 2024,al-j,"in a bid to keep palestinian culture alive , children sheltering in rafah , southern gaza , have created stunning pictures of historical buildings destroyed in the seven-month israel-palestine war .",palestinian children draw memories of bombed historical buildings
Delivery falls far short of the minimum UN requirement to stave off the ongoing humanitarian crisis in the besieged territory .,8 Apr 2024,al-j,"israel has announced the entry of more than 300 aid trucks into gaza , the highest daily volume since its war on the besieged territory began six months ago .",more than 300 aid trucks enter gaza as palestinians battle starvation
"While the US did not veto the recent Gaza ceasefire resolution , it continues to supply arms to Israel .",26 Mar 2024,al-j,"after more than five months of fighting and five vetoed draft resolutions , united nations security council ( unsc ) members on monday successfully passed a resolution calling for an immediate ceasefire between israel and hamas in gaza .",will the un ceasefire resolution stop israel’s war on gaza ?
Nearly 190 advocacy organisations laud students ’ ‘ courage ’ amid ongoing crackdown on encampments across US universities .,29 Apr 2024,al-j,"washington , dc – dozens of faith , civil rights and progressive groups in the united states have expressed solidarity with university students protesting against us support for israel amid the war on gaza .",us advocacy groups back palestine solidarity campus protests amid gaza war
The United Nations Security Council is scheduled to vote on a draft ceasefire resolution at 10am New York time .,25 Mar 2024,al-j,"here’s how things stand on monday , march 25 , 2024 :","is­rael’s war on gaza : list of key events , day 171"
"Huge numbers trapped beneath rubble , buried in unmarked graves , detained by Israel , says Save the Children .",24 Jun 2024,al-j,"nearly 21,000 children are missing in gaza , british aid group save the children has claimed .","over 20,000 children buried , trapped , detained , lost amid gaza war : report"
"Germany’s students , labelled ‘ terrorist sympathisers ’ for protesting against Israel’s war on Gaza , say their right to free speech is under attack .",25 May 2024,al-j,"berlin – “ we are witnessing a great endangerment of academic freedom – and this has started since the beginning of israel’s war on gaza , ” says cecilia , an undergraduate student at berlin’s free university .","punched , choked , kicked : german police crack down on student protests"
We look at whether there is a shift within the Jewish community against Israel’s actions and policies .,15 Mar 2024,al-j,"israel’s war on gaza rages on , now in its sixth month , causing mass devastation and resulting in the deaths of more than 31,000 palestinians , mostly women and children . with mounting humanitarian crises , jewish groups across the world have rallied in large numbers to denounce israel’s actions and policies .",is this a watershed moment for jewish solidarity with palestinians ?
"The Israeli leader says troops will go ahead with the ground offensive in southern Gaza , spurring fears of mass Palestinian casualties .",17 Mar 2024,al-j,israeli prime minister benjamin netanyahu says israel will not leave civilians trapped in rafah when its forces begin a long-feared assault on the southern gaza city where more than a million palestinians have taken shelter .,"netanyahu repeats rafah assault threat , says civilians won’t be ‘ locked in ’"
"Meanwhile , mediators urge Israel and Hamas to accept ceasefire plan laid out by Biden as humanitarian situation worsens .",2 Jun 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : 50 bodies recovered from jabalia refugee camp
Luis Moreno Ocampo discusses the International Criminal Court arrest warrant requests for Israeli and Hamas leaders .,24 May 2024,al-j,"as israel’s war on gaza keeps raging , the chief prosecutor of the international criminal court ( icc ) has requested arrest warrants for israeli prime minister benjamin netanyahu and defence minister yoav gallant for war crimes and crimes against humanity . the prosecutor , karim khan , has taken the same actions against three hamas leaders .",former icc chief prosecutor : ‘ netanyahu is afraid ’
"An injured Palestinian boy was seen pleading for survival so he could help his mother , after an Israeli attack on a house in Bureij in central Gaza .",10 Jun 2024,al-j,,‘ i just want to stay alive for my mother ’ says boy in gaza
Wisconsin’s April 2 primary will be latest forum for a movement hoping to force Biden to change his stance on Israel’s war in Gaza .,29 Mar 2024,al-j,"washington , dc – when heba mohammad , a 32-year-old organiser in milwaukee , wisconsin , first became involved in democratic campaigning in the mid-2010s , she hoped that shifting public attitudes towards palestine would soon be reflected in the party at large .",how wisconsin advocates hope to use ‘ uncommitted ’ votes to pressure biden
"This AI-generated image with the phrase # AllEyesOnRafah has gone viral on social media , even among celebrities who haven’t seemed to mention Gaza before . It’s drawing attention to Israel’s brutal assault on Palestinians there .",29 May 2024,al-j,,‘ all eyes on rafah ’ ai-image goes viral on social media
"ICC Chief Prosecutor Karim Khan wants arrest warrants for five people , including Israeli PM Netanyahu and Hamas leader Sinwar .",20 May 2024,al-j,"after months gathering evidence , international criminal court ( icc ) chief prosecutor karim khan has applied for arrest warrants against top israeli and hamas leaders .",is the icc going to issue arrest warrants for israel and hamas leaders ?
Hamas says it is studying proposal ‘ in positive spirit ’ as delegation reportedly set to visit Cairo for further talks .,2 May 2024,al-j,hamas chief ismail haniyeh has discussed the latest israeli proposal for a truce in gaza and an exchange of captives for prisoners with egyptian and qatari mediators .,"hamas chief haniyeh discusses gaza truce talks with egypt , qatar officials"
"Biden’s warning to Israel of a possible weapons cutoff is vague , experts say , but could mean the end of ‘ blank cheque ’ policy .",9 May 2024,al-j,united states president joe biden has faced months of growing pressure to stop sending weapons to israel as the us ally wages war in the gaza strip .,what did biden say about us arms transfers to israel and what does it mean ?
Some have been jailed for refusing to serve in the armed forces while others face threats and harassment from right-wing groups .,9 Mar 2024,al-j,"tel aviv/west jerusalem – in 2015 , maya , a jewish israeli , travelled to greece to help syrian refugees . at the time , she was an exchange student in germany and she had been deeply moved by the pictures she saw of desperate people arriving there in small boats .","israel’s ‘ anti-zionists ’ brave police beatings , smears to demand end to war"
"More than 34,000 Palestinians have been killed and vast swathes of the enclave are in ruins as Israel continues its onslaught .",23 Apr 2024,al-j,"mass graves , crippled hospitals , thousands of civilian deaths and near total destruction of infrastructure haunt gaza as israel’s war on the besieged palestinian coastal enclave entered its 200th day on tuesday .",in numbers : 200 days of israel’s war on gaza
Saturday’s shipment marks the second delivery by sea as Gaza faces imminent famine while Israel continues to block aid .,30 Mar 2024,al-j,a three-ship convoy has left cyprus’s larnaca port headed for the gaza strip with nearly 400 tonnes of food and other supplies as people continue to die from hunger in the enclave amid israel’s ongoing war .,aid ships with nearly 400 tonnes of food depart cyprus for gaza
,26 Mar 2024,al-j,"maysoon al-nabahin squeezes out the last bit of cartoned cheese onto a freshly baked piece of bread , knowing it will be the only thing her family of eight will eat that day .",‘ they scream in hunger ’ - how israel is starving gaza
Former prisoners who suffered mistreatment in US detention facilities say Israeli abuse of Palestinian detainees follows the same patterns .,22 Jun 2024,al-j,"when former guantanamo detainee asadullah haroon looks at pictures of palestinians being held in israeli prisons , the memories of his own abuse and torture in united states detention centres come flooding back .",‘ happening again ’ : guantanamo victims say israel using ‘ us-style ’ torture
"On visit to Ankara , Greece’s Prime Minister Kyriakos Mitotakis says leaders ‘ wish to intensify our bilateral contacts ’ .",13 May 2024,al-j,turkish president recep tayyip erdogan told greek prime minister kyriakos mitotakis that there were “ no unsolvable problems ” between their countries as the leaders met in ankara .,"turkey’s erdogan meets greek pm , sees ‘ no unsolvable problems ’ in ties"
"12-year-old Zakaria es-Sersek is a volunteer medic at Al-Aqsa Martyrs Hospital in Gaza . Inspired by seeing medical staff working around the clock , he now assists doctors with newly-developed skills .",4 Apr 2024,al-j,,displaced 12-year-old boy becomes gaza’s youngest medic
Several allies warn against an escalation after Iran’s weekend attack on Israel increases fears of wider regional war .,15 Apr 2024,al-j,the head of israel’s military has said the country would respond to iran’s weekend attack as several western countries urged israel to avoid an escalation of the conflict in the middle east .,israel army chief pledges iran response as western countries urge restraint
Defence minister says Israel will not participate in trilateral group with US and France because of Paris’s ‘ hostile policies ’ .,14 Jun 2024,al-j,israeli defense minister yoav gallant has rejected a french initiative aimed at defusing the growing tensions between israel and hezbollah as fears of an all-out war between the two sides grow .,israel’s gallant rejects french initiative to defuse lebanon tensions
Changes in how the UN calculates Gaza’s casualties have been cited as evidence of bias . They aren’t .,14 May 2024,al-j,has the un really said fewer people were killed by israel in gaza ?,did the un really say israel has killed fewer people in gaza ?
"The White House has said it could change its approach on Israel if aid is not increased , but hasn’t said exactly how .",5 Apr 2024,al-j,"israel has said it will reopen the beit hanoon ( erez ) crossing with northern gaza for aid , hours after a warning from united states president joe biden for it to take steps to protect civilians and humanitarian workers following the israeli military’s strikes on a food charity’s team .",israel to ‘ temporarily ’ reopen north gaza crossing for aid after biden call
"An Israeli official was interrupted by a heckler as she spoke at the International Court of Justice , before the Court cut the video feed . Israel has rejected accusations of genocide and South Africa’s plea to judges to order a halt to the attack on Rafah .",17 May 2024,al-j,,"‘ liars ! ’ , israeli official heckled at icj genocide hearing"
Israeli lawmakers have overwhelmingly approved a law that gives senior ministers the power to temporarily shut foreign news networks that they deem a security risk . Prime Minister Benjamin Netanyahu said he would ‘ act immediately ’ in accordance with the law to stop Al Jazeera’s activity .,1 Apr 2024,al-j,,knesset passes a law that could shut down al jazeera in israel
"Starvation is getting worse in north Gaza where 31 % of children under the age of 2 are suffering from acute malnutrition , a percentage which has doubled since January .",27 Mar 2024,al-j,,videos of malnourished children show gaza’s forced starvation crisis
"In response , Israel threatens a direct attack if Iran uses its own territory to retaliate .",10 Apr 2024,al-j,iran’s supreme leader has condemned israel and the west over “ crimes ” in gaza during ramadan in an eid al-fitr speech that also promised retaliation for the attack on the iranian consulate in syria .,"iran’s khamenei blasts israel , west for ‘ bloody ’ gaza war in eid speech"
"Showdown looms : Speaker Mike Johnson struggling to rally Republican malcontents , dependent on Democratic votes .",20 Apr 2024,al-j,"united states lawmakers are expected to vote on saturday evening on three military aid packages for ukraine , israel and other allies in the asia pacific region .","us congress to vote on aid for ukraine , israel , taiwan : what’s the deal ?"
"The Biden administration has focused its punishments on Israeli settlers , but Palestinians on the ground have seen little change .",25 Apr 2024,al-j,haitham kaabna and his family were terrified when dozens of israeli settlers stormed their village of tajamaa al-murajaat in the occupied west bank on october 13 .,us penalties aren’t stopping israeli settler attacks on palestinians
Former US president says Charlottesville rally was a ‘ little peanut ’ compared with pro-Palestinian student protests .,26 Apr 2024,al-j,"former united states president donald trump has claimed that pro-palestinian protests on university campuses are more hateful than the infamous 2017 white nationalist rally in charlottesville , virginia .","white nationalist rally ‘ nothing ’ compared with gaza protests , trump claims"
"Palestinians in Gaza are marking the beginning of Eid al-Fitr amid Israel’s ongoing war on the Strip , where many say celebrations this year are overshadowed by grief and hardship .",10 Apr 2024,al-j,,wartime eid begins for palestinians in gaza
"Israel’s PM Netanyahu may be trying to extend his country’s conflicts to maintain his hold on power , analysts argue .",12 Mar 2024,al-j,"beirut , lebanon – after israel killed at least one person in an attack on baalbek , its second attack on eastern lebanon since october 7 , a reported 100 rockets were fired from lebanon into israel , triggering sorties by israeli fighter jets attacking various locations in lebanon .",is israel hoping to escalate hostilities with hezbollah in lebanon ?
Special Rapporteur’s report details planned indiscriminate attacks on civilians .,27 Mar 2024,al-j,the un special rapporteur for the occupied palestinian territories has accused israel of carrying out genocidal acts in gaza in a report .,what’s in un expert’s report describing israeli ‘ genocide ’ in gaza ?
"Israel’s military has carried out new air attacks on Palestinians in a residential area in Rafah , where displaced people have been sheltering . The Israeli military continues to target homes in Gaza despite the UN Security Council’s call for an immediate ceasefire .",27 Mar 2024,al-j,,israeli bombardment targets more residential areas in rafah
Attacks by Iran-aligned group come as Israel anticipates an Iranian response to an air strike on its Syria consulate .,13 Apr 2024,al-j,"hezbollah said it has fired “ dozens of rockets ” at israeli artillery positions in response to the israeli military’s strikes in southern lebanon , in one of its largest assaults since the start of the war on gaza .",lebanon’s hezbollah fires ‘ dozens of rockets ’ at israeli positions
"Israeli forces killed more than 40 Palestinians when they bombed a camp for displaced people in southern Gaza . Fire tore through tents , burning people alive , in a designated ‘ safe zone ’ in Rafah , just days after the ICJ ordered Israel to stop its assault .",27 May 2024,al-j,,israel kills dozens in attack on rafah refugee camp
"White House authorises transfer of $ 2.5bn of warplanes and weapons to Israel , The Washington Post reports .",30 Mar 2024,al-j,"the united states has greenlighted the transfer of billions of dollars worth of bombs and fighter jets to israel , the washington post reported , even as it publicly expresses concerns about the long-threatened israeli invasion of gaza’s rafah and the rising civilian casualties in the enclave .","us approves bombs , jets for israel amid threat of offensive in gaza’s rafah"
The marchers also chanted anti-Palestinian and anti-Muslim slogans outside of the Damascus Gate .,5 Jun 2024,al-j,"thousands of mostly ultranationalist israelis have taken part in an annual march through a palestinian neighbourhood in jerusalem’s old city , with some marchers chanting “ death to arabs . ”",photos : ultranationalist israelis march in palestinian area of jerusalem
Mass graves uncovered after International Court of Justice finds it plausible Israeli acts in Gaza might amount to genocide .,30 Apr 2024,al-j,,the take : signs of torture and executions uncovered in gaza’s mass graves
Marc Lamont Hill talks to journalist Orly Noy about the extreme elements in Israel’s leadership .,17 May 2024,al-j,"israel’s war on gaza rages on with the death toll at more than 35,000 palestinians and climbing . prime minister benjamin netanyahu’s government is facing growing internal friction over the way forward in the war . many of the coalition’s far-right members have urged the prime minister to ignore growing international pressure to rein in israel’s onslaught on the territory .",israeli far right sees victory as ‘ ultimate annihilation of the gaza strip ’
Officials say many bodies were ‘ charred ’ after the strikes triggered a fire that ripped through the camp in Rafah .,27 May 2024,al-j,the palestinian civil defence in gaza says the death toll from an overnight israeli attack on the tents of displaced palestinians in rafah has risen to 45 as the attack sparks condemnation across the arab and western world .,israel bombs yet another gaza camp it had declared a safe zone
Francesca Albanese had stated there were clear indications Israel has violated three acts in the UN Genocide Convention .,27 Mar 2024,al-j,a united nations expert who published a report saying there were reasonable grounds to believe israel has committed genocide in its war on gaza says she has received threats throughout her mandate .,un expert says she faces threats after israel-gaza genocide report
